abs_load.mean,abs_load.std,acc_pedal_d.mean,acc_pedal_d.std,acc_pedal_e.mean,acc_pedal_e.std,cool_temp.mean,cool_temp.std,engine_load.mean,engine_load.std,orientation.x.mean,orientation.x.std,orientation.y.mean,orientation.y.std,orientation.z.mean,orientation.z.std,orientation.w.mean,orientation.w.std,angular_velocity.x.mean,angular_velocity.x.std,angular_velocity.y.mean,angular_velocity.y.std,angular_velocity.z.mean,angular_velocity.z.std,linear_acceleration.x.mean,linear_acceleration.x.std,linear_acceleration.y.mean,linear_acceleration.y.std,linear_acceleration.z.mean,linear_acceleration.z.std,intake_temp.mean,intake_temp.std,maf.mean,maf.std,pressure.mean,pressure.std,rpm.mean,rpm.std,speed.mean,speed.std,throttle.mean,throttle.std,throttle_act.mean,throttle_act.std,label
38.352941176479995,19.05172142343368,18.588235294100002,2.158644540317048,36.07843137256,2.7027546572737293,87.0,0.0,64.78431372548,11.588218705421575,0.5738350751993799,0.006514702552626229,0.8187988673223398,0.0046422396870212145,0.012575955931978,0.005463425203409631,0.0004124731605174952,0.005663398611808774,0.0066000000000000026,0.01080627179947282,-0.011400000000000006,0.004952838806674207,-0.009000000000000005,0.00462910049886276,0.2087758687501,0.6849056982793059,0.2266794796872,0.7506695584968749,-10.375904801557,0.3535381484110264,51.0,0.0,5.5840000000000005,3.0850008103726654,97.0,0.0,1068.2,114.65251850700882,0.8,1.7888543819998317,20.862745098039998,2.846853554965024,20.1568627451,1.7668831884028402,1
33.41176470586,5.220254523093477,19.764705882380003,0.21479315978124544,36.54901960782,0.3281019711879615,87.0,0.0,61.49019607844,3.974157195352485,0.59714160579662,0.0053994272935873255,0.80184361834966,0.0039645522757588685,0.018469206683822,0.0040658913716184394,-0.007049806364216499,0.004253218466695667,0.0072000000000000015,0.00926701413727249,-0.011000000000000005,0.008390957231764806,-0.001,0.004164965639175218,0.3158604531242999,0.7598438618567812,0.22270345312489997,0.5591469321102885,-10.366029853117002,0.3134007896812404,51.0,0.0,5.222,0.6077170394188401,97.0,0.0,1158.1,115.94605426662865,6.2,2.16794833886788,20.313725490179998,0.3281019711879581,19.999999999979998,0.5545935538433776,1
26.66666666668,2.4490188228959155,20.0,0.3921568626999985,36.627450980380004,0.4471276177002966,87.0,0.0,45.96078431374001,2.0824969486095157,0.6017884334860799,0.001722743030644512,0.7985071350914198,0.0012904395239435851,0.012189711980433605,0.0059595166247544675,-0.002331093427332781,0.006675229717487583,0.011200000000000005,0.008241260058203406,-0.012000000000000005,0.006388765649999399,0.001,0.003030457633656636,0.10878531249999997,0.4999598996466,0.1501620359375,0.3679208236505981,-10.361149835929996,0.3617448327371411,51.0,0.0,5.0699999999999985,0.7933788502348672,97.0,0.0,1506.6,97.50650619317663,9.4,0.8944271909999159,20.156862745079998,0.7123883185980598,20.23529411766,0.5261336417563249,1
26.823529411739997,2.0861860514828163,20.3921568627,0.0,36.941176470559995,0.17537788061276868,87.0,0.0,45.725490196079996,1.3471030617424993,0.5211529593373401,0.28469716974490045,0.7090009952728002,0.3861958377049933,0.0037541312884546213,0.004985544617932765,0.0054785641525223,0.007354404228905909,0.008400000000000003,0.009764575708934322,-0.011200000000000005,0.008953394066281371,0.006400000000000002,0.004848732213850613,-0.0763105984374,0.6186297342713618,0.1499015640625,0.4937445297143435,-10.406625160923399,0.3511172020834172,51.0,0.0,6.1960000000000015,0.2424458702473606,97.0,0.0,1756.8,80.96862818400717,11.0,0.0,20.941176470579997,0.2147931597812474,20.705882352920003,0.32810197119991186,1
26.352941176479998,1.221365608072125,20.705882352939998,0.17537788061277185,37.17647058824,0.17537788061276868,86.0,0.0,43.05882352942,0.5113099925559643,0.5634654987692599,0.1660291518822915,0.7771825312030601,0.2289813140041229,0.004886968333208872,0.004676139479464254,0.003394268205298621,0.006304631393203503,0.0034,0.013644165980598536,-0.012200000000000006,0.011830434635864787,0.009200000000000005,0.0027404751561786967,-0.08885921406280005,0.5792544430967292,0.1000748265626,0.8037422581518952,-10.3582003749886,0.4286307001168931,51.0,0.0,6.74,0.43203009154455896,97.0,0.0,1959.6,63.28867394723957,11.8,1.0954451150103324,21.25490196078,0.3281019711999101,21.25490196078,0.3281019711999101,1
23.37254901964,0.5261336417861404,20.3921568627,0.0,37.2549019608,0.0,86.0,0.0,40.23529411766,1.1959177005228072,0.5559207898412002,0.16386317319198795,0.7825322500172598,0.2305444289238347,-0.0029397025354673647,0.003930411564006496,0.0120484059040312,0.005007364506394477,0.0034,0.01572856494096142,-0.01680000000000001,0.006527805519311923,0.010000000000000005,3.5046706667048545e-18,-0.2994660468748,0.555146890869253,0.11260812031250005,0.9224122906707966,-10.269992340614806,0.6127547361024603,51.0,0.0,6.444,0.08080841540334767,97.0,0.0,2126.95,41.27325102290829,14.6,0.8944271909999159,21.019607843120003,0.2147931597812474,21.09803921566,0.17537788056805126,1
15.921568627460001,5.041923435177712,18.11764705882,2.29336337524278,35.2156862745,2.1550794766926766,86.0,0.0,34.74509803922,4.910580656448456,0.5454243098386801,0.16089088315405767,0.7897570595343401,0.2325939904726037,-0.005348079864866052,0.005074074028776116,0.017685218341836003,0.006653606640782589,-0.0022,0.018875532159007183,-0.010800000000000002,0.0135285035448591,0.0008,0.006337449432233957,-0.3963769062499001,0.5294364887337369,0.10909941093759996,0.7502617902706524,-10.288501165614996,0.6808873901074093,51.0,0.0,4.974,1.5632594154522148,97.0,0.0,2208.05,23.336800337664126,15.0,0.0,19.686274509820002,1.2213656080207516,19.294117647060002,1.2827786065531226,1
28.0,20.410248385031426,19.215686274520003,2.8950633451528995,34.90196078432,2.8549450546177244,86.0,0.0,31.0588235294,9.547227757965286,0.5533993533875401,0.003799142549052518,0.8323295682201,0.0025636994359909487,-0.007150856982308656,0.004761097357640078,0.02899628166622,0.006540753363718877,0.0009999999999999998,0.016067459827431418,-0.01960000000000001,0.015247616073287241,-0.005400000000000001,0.005034574339058882,-0.5680048890622001,0.5853334977437101,0.18819859062480007,0.8763917764109898,-10.291810690616801,0.5281654911710524,51.0,0.0,4.524,2.652626999787192,97.0,0.0,1629.85,292.94605945463746,16.4,0.5477225575051661,19.76470588238,2.4269409328296825,19.92156862748,2.592391197030808,1
45.96078431372,2.007291590897941,21.568627450999998,0.0,38.19607843138,0.21479315978124547,86.0,0.0,67.2156862745,2.9162341086156616,0.5582310462387801,0.008492911703234097,0.8294656327389202,0.005699920570166202,0.005912497924166261,0.008828714290503838,0.00693031807086726,0.01025006903599033,0.005600000000000001,0.016801360489130463,-0.010800000000000006,0.006006798869036753,-0.0034,0.004785181206984065,0.0817805078123,0.5808702298436818,0.2123152218745,0.9686025537592264,-10.252356862493595,0.5163820511696814,51.0,0.0,8.586,0.41680930891715934,97.0,0.0,1404.6,59.54006004363785,15.4,0.8944271909999159,22.98039215688,0.2147931598360168,22.90196078434,0.3507557611864114,1
35.5294117647,7.617337919882266,20.47058823526,0.4295863196035724,37.17647058824,0.8036824130313666,86.0,0.0,61.80392156864,6.571407079436878,0.5851589640349599,0.004412594302637866,0.8107530112185601,0.003144779342541746,0.012012858170984205,0.006211688129173865,0.002933258303517124,0.007074102158190439,-0.0024,0.02046001575996361,-0.016800000000000002,0.0121956834116646,-0.007000000000000003,0.004629100498862756,0.007944392187600027,0.4926975483732187,0.15620651562489998,1.2997937515681457,-10.311675501551203,0.4915714266519996,51.0,0.0,6.742000000000001,1.1546081586408439,97.0,0.0,1445.35,40.42377085329868,17.4,0.8944271909999159,21.41176470588,1.059549496959058,21.41176470588,1.129792963993185,1
