%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8,road
1.5561915068221E+018,2670,1.55619150682182E+018,base_imu_link,0.5488087093,0.8345274807,0.0456556716,-0.016983644,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.02,-0.02,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,1.6279492188,2.0925850781,-8.8916671094,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150684222E+018,2671,1.55619150684179E+018,base_imu_link,0.5487313076,0.8340911126,0.0540087143,-0.0164020328,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,-0.01,-0.03,0.02,0,0,0,0.02,0,0,0,0.02,0.1436425781,-0.2443839063,-9.2410058594,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150686238E+018,2672,1.5561915068619E+018,base_imu_link,0.5495892025,0.8338604195,0.0486704767,-0.0161150213,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.02,-0.02,-0.01,0.02,0,0,0,0.02,0,0,0,0.02,0.4359073438,0.5220928906,-10.0116961719,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150688243E+018,2673,1.55619150688189E+018,base_imu_link,0.5503717178,0.8334581031,0.0471490268,-0.0146810047,0.0025,0,0,0,0.0025,0,0,0,0.0025,0,-0.02,-0.03,0.02,0,0,0,0.02,0,0,0,0.02,-0.2489804688,1.1299882813,-9.7485429688,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150690228E+018,2674,1.55619150690174E+018,base_imu_link,0.5509433387,0.833204665,0.046417864,-0.0087638838,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.02,-0.02,-0.01,0.02,0,0,0,0.02,0,0,0,0.02,0.3976026563,-0.4405039063,-9.5282910156,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150692192E+018,2675,1.55619150692166E+018,base_imu_link,0.5517524611,0.8329220437,0.0412011728,-0.0106091536,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,-0.02,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,0.8381065625,2.6955008594,-10.538385625,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150694232E+018,2676,1.55619150694188E+018,base_imu_link,0.5517573581,0.8325627826,0.0486101748,-0.0063310077,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.01,-0.02,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-0.4692324219,-0.7277890625,-10.8639754687,0.04,0,0,0,0.04,0,0,0,0.04,1
1.5561915069626E+018,2677,1.55619150696211E+018,base_imu_link,0.5523156164,0.8326221771,0.0406694104,-0.0058111215,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.03,-0.01,-0.01,0.02,0,0,0,0.02,0,0,0,0.02,0.3638945313,-0.2106757813,-11.9556590625,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150698248E+018,2678,1.5561915069818E+018,base_imu_link,0.5527246668,0.8324827991,0.0377214291,-0.006702662,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.02,-0.01,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-0.4359073438,1.5130351563,-10.6245711719,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150700187E+018,2679,1.55619150700163E+018,base_imu_link,0.5526171192,0.8325510605,0.0383661394,-0.0010443269,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.03,-0.01,-0.01,0.02,0,0,0,0.02,0,0,0,0.02,0.1578153125,-0.799801875,-10.1457625781,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150702177E+018,2680,1.55619150702147E+018,base_imu_link,0.5529477617,0.832601142,0.031784231,-0.0037247545,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,-0.01,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,0.1390460156,0.7852460938,-10.6724520312,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150704177E+018,2681,1.55619150704142E+018,base_imu_link,0.5528650307,0.8326614828,0.0317879156,-0.0021543938,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.03,0,-0.01,0.02,0,0,0,0.02,0,0,0,0.02,0.5220928906,-0.6224511719,-9.4899863281,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150706208E+018,2682,1.55619150706159E+018,base_imu_link,0.5527038549,0.8328986078,0.0276423341,-0.0058531344,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,0,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-0.5937226563,-0.7419617969,-9.576171875,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150708203E+018,2683,1.55619150708155E+018,base_imu_link,0.5524358863,0.8332880517,0.0205564542,-0.0048006918,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.02,0,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-0.5029405469,1.1636964063,-13.5024023437,0.04,0,0,0,0.04,0,0,0,0.04,1
1.5561915071017E+018,2684,1.55619150710144E+018,base_imu_link,0.5521451655,0.8334789933,0.0208979313,-0.0034293419,0.0025,0,0,0,0.0025,0,0,0,0.0025,0,0.02,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-1.8482011719,0.2106757813,-10.9455644531,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150712178E+018,2685,1.55619150712148E+018,base_imu_link,0.551432896,0.8340589885,0.0160579202,0.0030835295,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.01,0.01,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-0.5603975781,1.5992207031,-9.9783710938,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150714194E+018,2686,1.55619150714146E+018,base_imu_link,0.5508469913,0.8343356786,0.0192327349,0.0090371144,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.04,0.01,0,0.02,0,0,0,0.02,0,0,0,0.02,-0.7132332813,-0.26353625,-9.3750722656,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150716217E+018,2687,1.55619150716169E+018,base_imu_link,0.5498054346,0.8351084184,0.0143618009,0.0100822775,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.04,0.01,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-1.7286905469,-0.0720128125,-10.5575379687,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150718183E+018,2688,1.55619150718137E+018,base_imu_link,0.5486214974,0.8358928883,0.0085286422,0.0149931352,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.03,0,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-0.8618554688,1.4364257813,-9.5619991406,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150720204E+018,2689,1.55619150720146E+018,base_imu_link,0.5475045381,0.8364690785,0.0110382138,0.02089065,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.05,0.01,0,0.02,0,0,0,0.02,0,0,0,0.02,1.455578125,-1.8148760938,-10.6870078125,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150722155E+018,2690,1.55619150722123E+018,base_imu_link,0.5459423328,0.8377300755,0.0072455413,0.0101386374,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,0.01,-0.03,0.02,0,0,0,0.02,0,0,0,0.02,-0.1390460156,1.6137764844,-11.6829296875,0.04,0,0,0,0.04,0,0,0,0.04,1
1.5561915072416E+018,2691,1.55619150724115E+018,base_imu_link,0.5445050918,0.838597701,0.0106544213,0.0124331884,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,0,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,0.1486221875,1.6712335156,-8.7909257813,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150726208E+018,2692,1.55619150726157E+018,base_imu_link,0.5431985148,0.8393177452,0.0162227455,0.0147620681,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,0,-0.01,0.02,0,0,0,0.02,0,0,0,0.02,0.7373652344,-0.4788085938,-11.7786914062,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150728164E+018,2693,1.55619150728123E+018,base_imu_link,0.5418913068,0.8402423762,0.015052339,0.010953897,0.0025,0,0,0,0.0025,0,0,0,0.0025,0,0,-0.03,0.02,0,0,0,0.02,0,0,0,0.02,-0.4883847656,1.5946241406,-10.4571796875,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150730197E+018,2694,1.55619150730121E+018,base_imu_link,0.5406852103,0.8408845762,0.0183108362,0.0154060449,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.03,0,-0.01,0.02,0,0,0,0.02,0,0,0,0.02,-0.9721729688,-0.3734707031,-10.5625175781,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150732125E+018,2695,1.55619150732096E+018,base_imu_link,0.5397841607,0.8415427613,0.0127813571,0.0165975192,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.02,0,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-0.0049796094,1.0342265625,-9.9159344531,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150734138E+018,2696,1.55619150734107E+018,base_imu_link,0.5389368617,0.8420134913,0.0156985195,0.0177171146,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.03,-0.01,-0.01,0.02,0,0,0,0.02,0,0,0,0.02,0.6032988281,-0.3114171094,-12.1950633594,0.04,0,0,0,0.04,0,0,0,0.04,1
1.5561915073616E+018,2697,1.55619150736116E+018,base_imu_link,0.5377681972,0.8428390591,0.0145040814,0.0147417115,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.03,-0.01,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-0.6224511719,-0.7852460938,-10.998041875,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150738167E+018,2698,1.55619150738121E+018,base_imu_link,0.5366230219,0.8436571564,0.0092776973,0.0138657525,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,-0.01,-0.03,0.02,0,0,0,0.02,0,0,0,0.02,-0.229828125,1.4701339063,-11.3573398437,0.04,0,0,0,0.04,0,0,0,0.04,1
1.5561915074015E+018,2699,1.55619150740095E+018,base_imu_link,0.5356773696,0.8441832435,0.0119584303,0.0161679631,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.04,-0.02,-0.01,0.02,0,0,0,0.02,0,0,0,0.02,-0.6174715625,-1.3693925781,-9.7198144531,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150742119E+018,2700,1.55619150742087E+018,base_imu_link,0.5344370759,0.8450911771,0.0030892476,0.0137248253,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.01,-0.02,-0.04,0.02,0,0,0,0.02,0,0,0,0.02,0.6607558594,3.9166542969,-11.4339492187,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150744139E+018,2701,1.55619150744099E+018,base_imu_link,0.5335111997,0.8455253763,0.0126052651,0.0171389923,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.04,-0.03,-0.01,0.02,0,0,0,0.02,0,0,0,0.02,-1.2690342969,-0.5987022656,-9.3176152344,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150746155E+018,2702,1.55619150746104E+018,base_imu_link,0.5319310507,0.846546477,0.0056283571,0.0194098204,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,-0.03,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,1.0775108594,-0.0574570313,-11.5871679687,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150748139E+018,2703,1.5561915074809E+018,base_imu_link,0.5309928599,0.847210782,0.0069161385,0.015252565,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.01,-0.03,-0.03,0.02,0,0,0,0.02,0,0,0,0.02,0.4117753906,1.6329288281,-9.8776297656,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150750149E+018,2704,1.55619150750094E+018,base_imu_link,0.5296765132,0.8479195342,0.014098038,0.0166282951,0.0025,0,0,0,0.0025,0,0,0,0.0025,0,-0.04,0,0.02,0,0,0,0.02,0,0,0,0.02,-2.3607178906,-0.689484375,-10.8735516406,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150752139E+018,2705,1.55619150752106E+018,base_imu_link,0.5282353499,0.8487972524,0.0059555785,0.0217984085,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.02,-0.03,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-1.8865058594,0.6270477344,-10.2511004687,0.04,0,0,0,0.04,0,0,0,0.04,1
1.5561915075413E+018,2706,1.55619150754093E+018,base_imu_link,0.5273497249,0.8491529825,0.003241686,0.0288265755,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.01,-0.03,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-0.87641125,-1.3935245313,-11.3860683594,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150756109E+018,2707,1.55619150756077E+018,base_imu_link,0.5257657899,0.8501932604,-0.0024240143,0.0271270775,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.03,-0.04,-0.04,0.02,0,0,0,0.02,0,0,0,0.02,1.719114375,1.1395644531,-8.6426866406,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150758118E+018,2708,1.55619150758074E+018,base_imu_link,0.5244504712,0.8511397266,0.0056464872,0.021931396,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.01,-0.04,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,0.689484375,1.5992207031,-8.7192960156,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150760147E+018,2709,1.55619150760077E+018,base_imu_link,0.5230050976,0.8519643034,0.0124055526,0.0216470729,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,-0.04,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,0.5220928906,0.5508214063,-11.1945449219,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150762093E+018,2710,1.55619150762056E+018,base_imu_link,0.5218712976,0.8526842178,0.0139806588,0.0196090464,0.0025,0,0,0,0.0025,0,0,0,0.0025,0,-0.04,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-1.48928625,0.1390460156,-9.5187148438,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150764103E+018,2711,1.55619150764064E+018,base_imu_link,0.5208320555,0.8532468166,0.0092443827,0.0248672736,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.01,-0.04,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-0.3592979688,0.1244902344,-8.2833886719,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150766112E+018,2712,1.55619150766061E+018,base_imu_link,0.5200842881,0.8537034885,0.0085010212,0.0251081589,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.02,-0.03,-0.03,0.02,0,0,0,0.02,0,0,0,0.02,-0.493364375,1.259458125,-10.4713524219,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150768106E+018,2713,1.55619150768059E+018,base_imu_link,0.519135802,0.8541610222,0.0113059081,0.0279131446,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.02,-0.03,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-0.6799082031,-0.0237489063,-8.7143164063,0.04,0,0,0,0.04,0,0,0,0.04,1
1.5561915077008E+018,2714,1.55619150770054E+018,base_imu_link,0.517937561,0.8548949253,0.0090221206,0.0285298242,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.01,-0.03,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,0.0670332031,-0.7710733594,-10.5192332812,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150772092E+018,2715,1.55619150772067E+018,base_imu_link,0.5168558593,0.8557112672,0.0056520855,0.0242136706,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.03,-0.02,-0.03,0.02,0,0,0,0.02,0,0,0,0.02,0.7228094531,1.9680948438,-8.350421875,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150774095E+018,2716,1.55619150774054E+018,base_imu_link,0.5158909617,0.8561991007,0.0133239297,0.0245374916,0.0025,0,0,0,0.0025,0,0,0,0.0025,0,-0.03,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-1.48928625,0.5745703125,-10.4809285937,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150776102E+018,2717,1.55619150776053E+018,base_imu_link,0.5145981062,0.8568591825,0.0107018941,0.0294380707,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,-0.04,-0.03,0.02,0,0,0,0.02,0,0,0,0.02,-0.6270477344,0.7565175781,-8.7863292188,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150778112E+018,2718,1.5561915077806E+018,base_imu_link,0.5138377668,0.8572418686,0.0110834915,0.0313733046,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,-0.03,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,0.2202519531,1.259458125,-10.8306503906,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150780059E+018,2719,1.55619150780032E+018,base_imu_link,0.5130762449,0.8576590289,0.0148667587,0.0308664296,0.0025,0,0,0,0.0025,0,0,0,0.0025,0,-0.04,-0.01,0.02,0,0,0,0.02,0,0,0,0.02,0.0095761719,1.7095382031,-9.8105965625,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150782055E+018,2720,1.55619150782021E+018,base_imu_link,0.5122748504,0.8579544965,0.0208336479,0.0324733538,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.01,-0.03,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,0.3209932813,0.229828125,-10.6532996875,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150784081E+018,2721,1.55619150784044E+018,base_imu_link,0.5114608543,0.8585629762,0.0207276993,0.0291165397,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.03,-0.01,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,1.8290488281,-0.4213515625,-10.2560800781,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150786078E+018,2722,1.55619150786034E+018,base_imu_link,0.5113449874,0.8589003623,0.0218041681,0.0184675336,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.04,0,0,0.02,0,0,0,0.02,0,0,0,0.02,1.2449023438,-0.3018409375,-10.6437235156,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150788072E+018,2723,1.5561915078802E+018,base_imu_link,0.5110078978,0.8592129306,0.022028923,0.01178112,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.05,0.01,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-0.2968613281,1.5417636719,-12.1950633594,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150790045E+018,2724,1.55619150790014E+018,base_imu_link,0.5108111261,0.8592505255,0.0239685314,0.0136395539,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.01,0.03,-0.01,0.02,0,0,0,0.02,0,0,0,0.02,1.1587167969,-2.29828125,-9.9017617188,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150792043E+018,2725,1.55619150792017E+018,base_imu_link,0.5110090422,0.8594275438,0.0158259302,0.0018962096,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.05,0.04,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,0.0049796094,1.0246503906,-10.418875,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150794035E+018,2726,1.55619150794009E+018,base_imu_link,0.5108464964,0.859455521,0.018887316,0.0039158504,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.04,0.04,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,0.4550596875,1.3310878906,-10.9647167969,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150796041E+018,2727,1.55619150796013E+018,base_imu_link,0.5107052031,0.8594394094,0.0229291165,0.0042840129,0.0025,0,0,0,0.0025,0,0,0,0.0025,0,0.05,-0.01,0.02,0,0,0,0.02,0,0,0,0.02,-0.7132332813,-0.8285303906,-11.0700546875,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150798052E+018,2728,1.55619150798001E+018,base_imu_link,0.5106882764,0.8595798735,0.0173782441,0.0042334326,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.01,0.06,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-1.149140625,1.1204121094,-11.0554989062,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150800027E+018,2729,1.55619150799997E+018,base_imu_link,0.510835359,0.8594496936,0.0175626219,0.009220332,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,0.06,-0.01,0.02,0,0,0,0.02,0,0,0,0.02,0.26353625,1.2211534375,-10.1170340625,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150802044E+018,2730,1.5561915080201E+018,base_imu_link,0.5106807715,0.8594379275,0.0218751801,0.0096475339,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,0.06,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,0.7565175781,1.8627569531,-10.2369277344,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150804045E+018,2731,1.55619150804005E+018,base_imu_link,0.5104772712,0.8593501121,0.0290120704,0.0094148905,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.03,0.07,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,1.0916835938,-0.2156553906,-9.0686347656,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150806125E+018,2732,1.55619150806076E+018,base_imu_link,0.5106729848,0.8592984543,0.0284439679,0.0031952619,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.03,0.07,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,3.2846269531,0.3447421875,-10.7777899219,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150808127E+018,2733,1.5561915080801E+018,base_imu_link,0.5111230416,0.8588198014,0.0335853656,-0.0073354168,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.02,0.05,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,0.6607558594,0.4500800781,-11.5009824219,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150810029E+018,2734,1.55619150809999E+018,base_imu_link,0.511502362,0.8585823417,0.0336290289,-0.008413354,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,0.06,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,2.2936846875,-0.0670332031,-9.5953242188,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150812034E+018,2735,1.55619150812E+018,base_imu_link,0.5124855614,0.8577329718,0.0362548953,-0.018392419,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,0.06,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,0.5987022656,-0.3543183594,-10.8593789062,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150814044E+018,2736,1.55619150813998E+018,base_imu_link,0.5134680056,0.8572314902,0.0332706371,-0.0199460292,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.02,0.04,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,1.3169151563,0.1627949219,-10.7969422656,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150816042E+018,2737,1.55619150815995E+018,base_imu_link,0.5145587726,0.8564829904,0.0338337018,-0.0228350011,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,0.03,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,0.8810078125,0.8235507813,-9.9687949219,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150817984E+018,2738,1.55619150817964E+018,base_imu_link,0.5156531824,0.8557416033,0.0362073666,-0.0222964232,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.02,0.01,-0.01,0.02,0,0,0,0.02,0,0,0,0.02,0.1819472656,-0.6749285938,-10.76821375,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150820084E+018,2739,1.55619150820038E+018,base_imu_link,0.5168354832,0.8552279232,0.0311589653,-0.0222576162,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.02,0,-0.03,0.02,0,0,0,0.02,0,0,0,0.02,-0.2202519531,1.4938828125,-10.2752324219,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150822022E+018,2740,1.55619150821979E+018,base_imu_link,0.5177702675,0.8547174339,0.033683847,-0.015409629,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.01,-0.03,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-2.2745323438,1.4747304688,-11.4098172656,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150824E+018,2741,1.5561915082397E+018,base_imu_link,0.5187898179,0.8543107635,0.0313250324,-0.0053839059,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,-0.04,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,-1.9343867188,0.1627949219,-10.4859082031,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150825994E+018,2742,1.55619150825965E+018,base_imu_link,0.519480752,0.8541233044,0.0245677385,0.0030911803,0.0025,0,0,0,0.0025,0,0,0,0.0025,0,-0.05,-0.03,0.02,0,0,0,0.02,0,0,0,0.02,-0.3064375,1.5467432813,-10.15533875,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150827972E+018,2743,1.55619150827945E+018,base_imu_link,0.5199215115,0.853736881,0.0273001521,0.0083463518,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.01,-0.07,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,0.383046875,0.0812059375,-9.533270625,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150830035E+018,2744,1.5561915083E+018,base_imu_link,0.5199472909,0.8537819481,0.0257841049,0.0068102693,0.0025,0,0,0,0.0025,0,0,0,0.0025,0,-0.07,-0.03,0.02,0,0,0,0.02,0,0,0,0.02,0.0861855469,1.4605577344,-10.2032196094,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150832019E+018,2745,1.55619150831971E+018,base_imu_link,0.5198924971,0.8536846117,0.028935955,0.0098532047,0.0025,0,0,0,0.0025,0,0,0,0.0025,0.02,-0.07,-0.01,0.02,0,0,0,0.02,0,0,0,0.02,1.2786104688,-0.8285303906,-8.7526210938,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150833983E+018,2746,1.55619150833948E+018,base_imu_link,0.5200095523,0.8537427218,0.0265093846,0.0032684849,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.02,-0.06,-0.03,0.02,0,0,0,0.02,0,0,0,0.02,2.2458038281,1.6903858594,-10.0549804687,0.04,0,0,0,0.04,0,0,0,0.04,1
1.55619150835993E+018,2747,1.55619150835957E+018,base_imu_link,0.520135253,0.8533339595,0.0357633976,-0.0012048085,0.0025,0,0,0,0.0025,0,0,0,0.0025,-0.01,-0.06,-0.02,0.02,0,0,0,0.02,0,0,0,0.02,0.842703125,0.2585566406,-9.4516816406,0.04,0,0,0,0.04,0,0,0,0.04,1
